DBA Name,Facility Type,Risk,Zip,Inspection Date,Inspection Type,Latitude,Longitude,Location,Results
LaSalle,School,Risk 1 (High),60614,5/8/2014,Canvass,41.9138823,-87.63760107,"(41.91388230404145, -87.63760107294058)",Pass
BARRACO'S PIZZA,Restaurant,Risk 3 (Low),60655,5/8/2014,License,41.69149532,-87.6977804,"(41.691495324148114, -87.6977804013201)",Pass
CHICAGO JESUIT ACADEMY,School,Risk 2 (Medium),60644,5/8/2014,Canvass,41.87681002,-87.75169371,"(41.87681001637481, -87.75169371208456)",Pass
LAZARO CARDENAS ELEMENTARY,School,Risk 1 (High),60623,5/8/2014,Canvass,41.8485071,-87.71598119,"(41.848507096613424, -87.71598118785313)",Pass w/ Conditions
BRIGHT ELEMENTARY,School,Risk 1 (High),60617,5/8/2014,Canvass,41.69973969,-87.56212104,"(41.69973969103101, -87.56212104454222)",Pass
BARRACO'S PIZZA,Restaurant,Risk 1 (High),60655,5/8/2014,License,41.69149532,-87.6977804,"(41.691495324148114, -87.6977804013201)",Pass
JANSON DRIVE- IN,Restaurant,Risk 1 (High),60636,5/8/2014,License,41.77942124,-87.67424151,"(41.7794212392915, -87.67424150977281)",Fail
CESAR'S MARGARITA BAR & GRILL,Restaurant,Risk 3 (Low),60640,5/8/2014,License,41.97994675,-87.66813912,"(41.97994674971407, -87.66813912101561)",Fail
JOSI'S FROZEN YOGURT CAFE,Restaurant,Risk 2 (Medium),60641,5/8/2014,License,41.9539621,-87.74845316,"(41.95396210439125, -87.74845316389184)",Pass
CESAR'S MARGARITA BAR & GRILL,Restaurant,Risk 1 (High),60640,5/8/2014,License,41.97994675,-87.66813912,"(41.97994674971407, -87.66813912101561)",Fail
ST. ANDREW SCHOOL,School,Risk 1 (High),60613,5/8/2014,Canvass,41.94706052,-87.6718018,"(41.94706052103321, -87.67180179690027)",Pass
Dever Elementary School,School,Risk 1 (High),60634,5/8/2014,Complaint,41.94254335,-87.813168,"(41.94254335048102, -87.81316800251847)",Pass w/ Conditions
"SOUTH CHINA ONE, INC.",,Risk 1 (High),60636,5/8/2014,Canvass,41.77942124,-87.67424151,"(41.7794212392915, -87.67424150977281)",Out of Business
SUPERMERCADO RIVERA INC.,Grocery Store,Risk 1 (High),60632,5/8/2014,Canvass,41.80058538,-87.73208608,"(41.80058537744086, -87.73208608412753)",Pass
LEE ELEMENTARY,School,Risk 1 (High),60629,5/8/2014,Canvass,41.77532831,-87.72892174,"(41.775328312329904, -87.72892174006991)",Pass
JOSHUA JOHNSTON,School,Risk 2 (Medium),60643,5/8/2014,Canvass Re-Inspection,41.72110921,-87.66240036,"(41.72110921362472, -87.66240035825722)",Pass
LAKE'S BEST PIZZERIA,Restaurant,Risk 2 (Medium),60612,5/8/2014,License Re-Inspection,41.88391207,-87.69621625,"(41.88391207019441, -87.69621624808191)",Pass
ST JOHN BERCHMANS,School,Risk 1 (High),60647,5/8/2014,Canvass,41.92841719,-87.6907174,"(41.92841719214103, -87.69071740179588)",Pass
BACK OF THE YARDS HIGH SCHOOL,School,Risk 1 (High),60609,5/7/2014,Canvass,41.80838442,-87.67756964,"(41.808384423666354, -87.67756963874196)",Pass
CHILI'S GRILL & BAR,Restaurant,Risk 1 (High),60611,5/7/2014,Canvass,41.89338314,-87.6280537,"(41.89338314403168, -87.62805370484159)",Pass
DAVANTI ENOTECA CHICAGO,Restaurant,Risk 1 (High),60611,5/7/2014,Canvass,41.89019628,-87.62673545,"(41.89019627869941, -87.62673545281827)",Pass
CHALK OF LAKEVIEW MANAGED BY BRIGHT HORIZONS,Daycare (2 - 6 Years),Risk 1 (High),60657,5/7/2014,Canvass,41.93339147,-87.66008188,"(41.933391473285816, -87.66008187872411)",Out of Business
EXTRA INNINGS-WRIGLEYVILLE,Restaurant,Risk 2 (Medium),60657,5/7/2014,License,41.94319768,-87.65405955,"(41.943197684209125, -87.65405954840116)",Pass
CHINA  STAR,Restaurant,Risk 1 (High),60630,5/7/2014,Canvass,41.96597189,-87.75928158,"(41.96597189407212, -87.75928157828317)",Pass
NICK'S MEAT CORP.,Grocery Store,Risk 1 (High),60630,5/7/2014,Canvass,41.96088949,-87.75487389,"(41.960889491123275, -87.75487389098811)",Out of Business
COSTELLO'S SANDWICHES & SIDES,Restaurant,Risk 2 (Medium),60657,5/7/2014,Canvass,41.94319768,-87.65405955,"(41.943197684209125, -87.65405954840116)",Out of Business
GREEN SPIRIT LLC,Catering,Risk 1 (High),60645,5/7/2014,Canvass,42.01919989,-87.68446961,"(42.019199894129855, -87.6844696134377)",Pass
GLAZED AND INFUSED,Restaurant,Risk 2 (Medium),60611,5/7/2014,Canvass,41.89019628,-87.62673545,"(41.89019627869941, -87.62673545281827)",Pass
FIRST DRAFT,Restaurant,Risk 1 (High),60605,5/7/2014,License Re-Inspection,41.87360829,-87.63050029,"(41.873608285143355, -87.63050028599581)",Pass
JIMMY JOHN'S,Restaurant,Risk 1 (High),60606,5/7/2014,Canvass,41.8805479,-87.63398067,"(41.880547897806615, -87.63398066695044)",Pass w/ Conditions
DAVANTI ENOTECA CHICAGO,Restaurant,Risk 1 (High),60611,5/7/2014,Canvass,41.89019628,-87.62673545,"(41.89019627869941, -87.62673545281827)",Pass w/ Conditions
BADOU SENEGALESE CUISINE,Restaurant,Risk 1 (High),60645,5/7/2014,Canvass,42.01935461,-87.68254052,"(42.019354611240104, -87.68254052420977)",Pass
FALAFILL,Restaurant,Risk 1 (High),60657,5/7/2014,Canvass Re-Inspection,41.94015821,-87.64455028,"(41.94015821312763, -87.64455028174726)",Pass
FARNSWORTH  SCHOOL,School,Risk 1 (High),60630,5/7/2014,Canvass,41.9798092,-87.76610809,"(41.97980919943396, -87.76610809089279)",Pass
STEM MAGNET ACADEMY,School,Risk 1 (High),60607,5/7/2014,Canvass,41.86860344,-87.66496329,"(41.86860343504318, -87.66496329434601)",Fail
CHALK OF LAKEVIEW MANAGED BY BRIGHT HORIZONS,Daycare (2 - 6 Years),Risk 1 (High),60657,5/7/2014,License,41.93339147,-87.66008188,"(41.933391473285816, -87.66008187872411)",Pass
HONG HUAH RESTAURANT,Restaurant,Risk 1 (High),60639,5/7/2014,Canvass,41.92395714,-87.77444354,"(41.92395713760071, -87.77444353972444)",Fail
YOLO'S FOOD & SNACKS,Mobile Food Preparer,Risk 1 (High),60612,5/7/2014,License,41.88743405,-87.68184949,"(41.88743405025222, -87.68184949426895)",Fail
CAPT'N NEMOS,Restaurant,Risk 1 (High),60613,5/7/2014,Canvass,41.94849442,-87.66904694,"(41.94849441572447, -87.6690469389636)",Pass
NEVERIA Y PALETERIA LA SOL-IS CO.,Restaurant,Risk 2 (Medium),60707,5/7/2014,Canvass,41.93100243,-87.79501517,"(41.93100243099078, -87.79501516869296)",Fail
ZEBDA,Restaurant,Risk 1 (High),60641,5/7/2014,Canvass,41.95966972,-87.72808734,"(41.95966972004548, -87.7280873445448)",Pass w/ Conditions
MART PLAZA CATERING CORP,Restaurant,Risk 2 (Medium),60654,5/7/2014,Canvass,41.88874104,-87.63708054,"(41.888741038131876, -87.63708054058772)",Pass
TERRY'S,Restaurant,Risk 1 (High),60610,5/7/2014,Canvass,41.91086553,-87.64357279,"(41.9108655267498, -87.64357278832328)",Pass
ONESTI PIZZERIA INC,Restaurant,Risk 1 (High),60629,5/7/2014,Canvass,41.76443416,-87.69279451,"(41.7644341645427, -87.69279450732276)",Pass w/ Conditions
FIZZ BAR & GRILL,Restaurant,Risk 1 (High),60657,5/7/2014,Canvass,41.94026958,-87.66923761,"(41.94026958072296, -87.66923760732696)",Out of Business
EL PACIFICO,Restaurant,Risk 1 (High),60657,5/7/2014,Canvass,41.93988263,-87.66333998,"(41.93988263358666, -87.66333997883463)",Out of Business
SEADOG SUSHI BAR,Restaurant,Risk 1 (High),60642,5/7/2014,Canvass,41.90348137,-87.66510269,"(41.90348136734626, -87.66510268565547)",Pass
INDIE BURGER,Restaurant,Risk 1 (High),60657,5/7/2014,Canvass,41.93999962,-87.65546973,"(41.93999961847732, -87.65546972706031)",Out of Business
ICE FOR LESS,Grocery Store,Risk 2 (Medium),60647,5/7/2014,License,41.91000804,-87.72543846,"(41.91000804011685, -87.7254384632608)",Pass
LINA'S PIZZA INC,Restaurant,Risk 2 (Medium),60608,5/7/2014,Complaint,41.83703579,-87.65126549,"(41.83703578571522, -87.65126549188066)",Pass
VAUGHAN'S,Restaurant,Risk 1 (High),60636,5/7/2014,Canvass,41.77307606,-87.66389942,"(41.77307606273747, -87.66389941604835)",No Entry
PHIL MART ONE STOP SHOP,CONVENIENCE STORE,Risk 3 (Low),60645,5/7/2014,License,42.01658403,-87.69035366,"(42.016584026724644, -87.69035366239923)",Pass w/ Conditions
HARRY A AKOURIS,Restaurant,Risk 1 (High),60636,5/7/2014,Canvass,41.75937054,-87.66349252,"(41.75937054040258, -87.66349252286126)",No Entry
U.B. DOGS,Restaurant,Risk 1 (High),60606,5/7/2014,Canvass,41.88541737,-87.63525649,"(41.88541736970022, -87.63525649485959)",Pass
TRAVELLE,Restaurant,Risk 1 (High),60611,5/7/2014,Canvass,41.88793874,-87.62703564,"(41.88793874358949, -87.62703564148782)",Pass
ARMANDS PIZZERIA,Restaurant,Risk 1 (High),60618,5/7/2014,Canvass,41.95762626,-87.68842561,"(41.95762626112201, -87.68842561175057)",Pass
DA JSE JUNG,Restaurant,Risk 1 (High),60625,5/7/2014,Canvass,41.97653538,-87.6925248,"(41.97653538427564, -87.69252480242115)",Pass
CRAFT PIZZA,Restaurant,Risk 2 (Medium),60622,5/7/2014,License,41.9048842,-87.67745148,"(41.90488420426394, -87.67745148114881)",Pass
ELLIOTT'S SEAFOOD AND CHOP HOUSE GRILL,Restaurant,Risk 1 (High),60631,5/7/2014,Canvass Re-Inspection,42.00245899,-87.81587721,"(42.00245899044439, -87.81587721099274)",Pass
ADRIATIC,Restaurant,Risk 1 (High),60640,5/7/2014,Canvass,41.98327949,-87.66856311,"(41.98327949189041, -87.66856310731372)",Fail
ARAMARK NUVEEN INVESTMENTS CAFE,Restaurant,Risk 1 (High),60606,5/7/2014,Canvass Re-Inspection,41.88602541,-87.6362977,"(41.886025412541144, -87.63629770323044)",Pass
THE MOODY BIBLE INSTITUTE OF CHICAGO,Restaurant,Risk 1 (High),60610,5/7/2014,Canvass Re-Inspection,41.8972544,-87.63286836,"(41.8972543988917, -87.63286836160606)",Pass
BODI,Restaurant,Risk 2 (Medium),60610,5/7/2014,Canvass,41.89869627,-87.63710466,"(41.898696269812156, -87.63710466143999)",Pass
THE MOODY BIBLE INSTITUTE OF CHICAGO,Restaurant,Risk 1 (High),60610,5/7/2014,Canvass Re-Inspection,41.8972544,-87.63286836,"(41.8972543988917, -87.63286836160606)",Pass
TAQUERIA COACOYULA CORPORATION,Restaurant,Risk 1 (High),60639,5/7/2014,Canvass,41.92377751,-87.77191443,"(41.923777505298624, -87.77191442640833)",Pass
TASSSILI,Restaurant,Risk 1 (High),60641,5/7/2014,Canvass,41.9596294,-87.72802874,"(41.959629403548185, -87.72802874412305)",Pass
LAS ISLAS MARIAS,Restaurant,Risk 1 (High),60707,5/7/2014,Canvass,41.9237502,-87.78988086,"(41.92375020104243, -87.78988085962634)",Fail
MARATHON,Grocery Store,Risk 3 (Low),60651,5/7/2014,License,41.89478944,-87.75954728,"(41.894789438599936, -87.75954728056242)",Fail
BITTERSWEET INC,Bakery,Risk 1 (High),60657,5/7/2014,Canvass,41.93997403,-87.65718931,"(41.939974031646514, -87.65718930821126)",Pass
BINA'S CAFE,Restaurant,Risk 1 (High),60645,5/7/2014,License Re-Inspection,42.00853954,-87.69050051,"(42.00853953880006, -87.69050051086757)",Pass
MO'S MORSELS INC.,Restaurant,Risk 1 (High),60645,5/7/2014,Canvass,42.00853954,-87.69050051,"(42.00853953880006, -87.69050051086757)",Out of Business
GOLDEN WOK CORPORATION,Restaurant,Risk 1 (High),60646,5/7/2014,Canvass,41.98580965,-87.76813467,"(41.9858096493191, -87.76813467281237)",Out of Business
The Haute & The Dog,Restaurant,Risk 2 (Medium),60622,5/7/2014,Canvass,41.9048842,-87.67745148,"(41.90488420426394, -87.67745148114881)",Out of Business
FLACO'S TACOS 3,Restaurant,Risk 1 (High),60657,5/7/2014,Complaint,41.94634047,-87.6559952,"(41.94634047438016, -87.65599520228524)",Pass w/ Conditions
MCGEE'S TAVERN & GRILLE,Restaurant,Risk 1 (High),60614,5/7/2014,Canvass,41.92185463,-87.65309487,"(41.92185462558926, -87.65309486506003)",Pass
STARBUCKS COFFEE #9426,Restaurant,Risk 2 (Medium),60622,5/7/2014,Canvass,41.89176978,-87.65860461,"(41.89176977820589, -87.65860461424934)",Pass w/ Conditions
THE BOUNDARY,Restaurant,Risk 1 (High),60622,5/7/2014,Canvass,41.90331826,-87.67618208,"(41.903318259235434, -87.67618207856104)",Pass
FRAN'S BEEF,Restaurant,Risk 1 (High),60608,5/7/2014,Complaint,41.85457222,-87.66378596,"(41.854572220124695, -87.66378596101777)",Pass w/ Conditions
"GABBY'S SMOKIN GRILLZ, INC.",Restaurant,Risk 1 (High),60624,5/7/2014,Short Form Complaint,41.88078471,-87.72986386,"(41.88078470739971, -87.72986386402633)",Pass
BROWNTROUT,Restaurant,Risk 1 (High),60618,5/7/2014,Canvass,41.95634989,-87.68012913,"(41.95634989191906, -87.68012913494145)",Fail
DANIEL S.WENTWORTH (MAIN),School,Risk 1 (High),60636,5/7/2014,Canvass,41.76510322,-87.6582125,"(41.765103219195574, -87.6582124971187)",Pass
FLYING WOK INC.,Restaurant,Risk 1 (High),60637,5/7/2014,License,41.77955532,-87.61546237,"(41.779555319953104, -87.61546236652772)",Fail
BRIANNA'S RESTAURANT,Restaurant,Risk 1 (High),60625,5/7/2014,Canvass,41.97077349,-87.68883024,"(41.97077348787285, -87.68883023563765)",Pass
MART PLAZA CATERING CORP,Restaurant,Risk 2 (Medium),60654,5/7/2014,Canvass,41.88874104,-87.63708054,"(41.888741038131876, -87.63708054058772)",Fail
SEVEN,Restaurant,Risk 1 (High),60601,5/7/2014,Canvass,41.88464637,-87.6172485,"(41.8846463654345, -87.61724849623945)",Fail
"BISMILAHI RESTAURANT, INC",Restaurant,Risk 1 (High),60610,5/7/2014,Canvass,41.89964611,-87.63480845,"(41.899646106425415, -87.63480845253504)",Pass w/ Conditions
THE FLAMING POT INC.,Restaurant,Risk 1 (High),60616,5/7/2014,License,41.84970609,-87.63208956,"(41.84970609049626, -87.63208955920663)",Fail
ALTGELD ELEMENTARY,School,Risk 1 (High),60636,5/7/2014,Canvass,41.76510322,-87.6582125,"(41.765103219195574, -87.6582124971187)",Out of Business
EDWARDS (ANNEX),School,Risk 1 (High),60632,5/7/2014,Canvass,41.80552325,-87.72581893,"(41.8055232490546, -87.72581892508391)",Pass
EDWARD COLES ELEMENTARY,School,Risk 1 (High),60617,5/7/2014,Canvass,41.74142687,-87.56593332,"(41.74142687093869, -87.56593331503727)",Pass
EL TACONAZO RESTAURANT,Restaurant,Risk 1 (High),60639,5/7/2014,Canvass Re-Inspection,41.90994655,-87.72995037,"(41.90994655026227, -87.72995037139705)",Pass
Stevenson Middle School (Branch),School,Risk 2 (Medium),60652,5/7/2014,Canvass,41.74951111,-87.73115569,"(41.74951110524599, -87.73115569328665)",Pass
JERRY'S SANDWICHES,Restaurant,Risk 1 (High),60622,5/7/2014,Canvass,41.90331444,-87.67641672,"(41.90331444109649, -87.6764167191003)",Pass
JAMES WELDON JOHNSON CPC,School,Risk 1 (High),60623,5/7/2014,Canvass,41.86115278,-87.70315429,"(41.86115277824612, -87.70315428812539)",Pass
LA ETERNA PRIMAVERA,Restaurant,Risk 1 (High),60639,5/7/2014,Canvass,41.91695673,-87.75280847,"(41.91695672568109, -87.75280847188141)",Out of Business
JUNGMAN ELEMENTARY,School,Risk 1 (High),60608,5/7/2014,Canvass Re-Inspection,41.85810053,-87.65233933,"(41.85810053268494, -87.65233933168739)",Pass
Gage Park (H/S),School,Risk 1 (High),60629,5/7/2014,Canvass,41.79101352,-87.68899064,"(41.79101352329967, -87.68899063606105)",Pass
ST MARGARET ELEMENTARY,School,Risk 2 (Medium),60643,5/7/2014,Canvass,41.71488518,-87.65505957,"(41.714885180929684, -87.65505957489803)",Fail
TANOSHII,Restaurant,Risk 1 (High),60640,5/7/2014,Canvass,41.98309881,-87.66852394,"(41.98309881120602, -87.66852394399493)",Fail
CHAPPELL SCHOOL,School,Risk 1 (High),60625,5/7/2014,Canvass,41.975867,-87.68325438,"(41.97586700298142, -87.68325437820378)",Pass
NO/WEST INST. FOR CONTEMPORARY LEARNING,School,Risk 1 (High),60651,5/7/2014,Canvass,41.90238028,-87.75368234,"(41.9023802784157, -87.75368234396647)",Pass
STARBUCKS COFFEE #2335,Restaurant,Risk 2 (Medium),60613,5/7/2014,Complaint,41.95255659,-87.64950023,"(41.95255658757639, -87.64950022697546)",Pass
PUI TAK CHRISTIAN SCHOOL,Daycare (2 - 6 Years),Risk 1 (High),60616,5/7/2014,License,41.85094352,-87.63182661,"(41.85094352340354, -87.63182661076641)",Pass
PARKSHORE MARKET LTD,Restaurant,Risk 1 (High),60601,5/7/2014,Canvass,41.88617728,-87.6155996,"(41.8861772805657, -87.61559960114916)",Out of Business
ST. BENEDICT ELEMENTARY SCHOOL,School,Risk 1 (High),60618,5/7/2014,Canvass,41.95292026,-87.6837237,"(41.952920257039125, -87.68372369590013)",Pass
"Haley, Alex  Mod.",School,Risk 1 (High),60628,5/7/2014,Canvass,41.68658068,-87.63359285,"(41.68658068006822, -87.63359285406624)",Pass
POMERA BAKERY,Restaurant,Risk 1 (High),60641,5/7/2014,Canvass,41.95929323,-87.72792705,"(41.95929323148519, -87.72792705052548)",Fail
EL ALEGRE BURRITO,Restaurant,Risk 1 (High),60707,5/7/2014,Canvass,41.92388497,-87.80619241,"(41.92388497356633, -87.80619241407985)",Pass w/ Conditions
GOOSE ISLAND BREWING CO,Restaurant,Risk 1 (High),60614,5/7/2014,Canvass,41.9136838,-87.65359204,"(41.91368380435663, -87.65359204234194)",Pass w/ Conditions
MI PALMAR,Restaurant,Risk 1 (High),60639,5/7/2014,Canvass,41.91695673,-87.75280847,"(41.91695672568109, -87.75280847188141)",Pass
STEVENSON ELEMENTARY,School,Risk 1 (High),60652,5/7/2014,Canvass,41.74711093,-87.73170248,"(41.74711092556008, -87.73170248219492)",Pass
JAMES WELDON JOHNSON SCHOOL,School,Risk 1 (High),60623,5/7/2014,Canvass,41.86183983,-87.7031756,"(41.861839825906635, -87.70317559620635)",Fail
PUI TAK CHRISTIAN SCHOOL,School,Risk 2 (Medium),60616,5/7/2014,Canvass,41.85094352,-87.63182661,"(41.85094352340354, -87.63182661076641)",Pass
"Haley, Alex",School,Risk 1 (High),60628,5/7/2014,Canvass,41.68663682,-87.63359476,"(41.686636820703974, -87.63359476017351)",Pass
HARBOR MARKET,Grocery Store,Risk 1 (High),60601,5/7/2014,Canvass,41.88475054,-87.61560396,"(41.884750538499375, -87.61560395647253)",Pass
PODHALANKA RESTAURANT,Restaurant,Risk 1 (High),60622,5/7/2014,Canvass,41.90324287,-87.66706205,"(41.90324286545451, -87.66706204782344)",Pass
CHRIST THE KING JESUIT COLLEGE PREPARATORY SCHOOL,School,Risk 1 (High),60644,5/7/2014,Canvass,41.87679539,-87.75283324,"(41.87679539244361, -87.7528332352394)",Pass
KRAZY ROOSTER INC.,Restaurant,Risk 2 (Medium),60644,5/7/2014,Canvass,41.88030583,-87.75171718,"(41.88030582835862, -87.75171718045803)",No Entry
CHARLES EVANS HUGHES PUBLIC SCHOOL,School,Risk 1 (High),60623,5/7/2014,Canvass,41.86049033,-87.73177486,"(41.860490326753045, -87.73177486356914)",Pass
Edwards (MAIN),School,Risk 1 (High),60632,5/7/2014,Canvass,41.80552325,-87.72581893,"(41.8055232490546, -87.72581892508391)",Fail
ST BARNABAS ELEMENTARY,School,Risk 2 (Medium),60643,5/7/2014,Canvass,41.70961495,-87.66957361,"(41.70961494964804, -87.669573614441)",Pass
TU BOTANA CORP.,School,Risk 2 (Medium),60629,5/7/2014,License,41.78613073,-87.70386322,"(41.786130727, -87.70386322007782)",Fail
"TACO BURRITO KING I, INC.",Restaurant,Risk 1 (High),60634,5/7/2014,Complaint Re-Inspection,41.93853493,-87.80691268,"(41.938534926545614, -87.80691267922066)",Pass
Greeley,School,Risk 1 (High),60613,5/7/2014,Canvass,41.95283701,-87.65097549,"(41.95283701350835, -87.65097549411013)",Pass
MORRILL,School,Risk 1 (High),60629,5/7/2014,Canvass,41.78428993,-87.68851192,"(41.78428993454449, -87.68851192180593)",Pass
SALEM CHRISTIAN SCHOOL,School,Risk 1 (High),60647,5/7/2014,Canvass,41.91807991,-87.70015888,"(41.91807990878775, -87.70015887663054)",Pass
ST. BENEDICT HIGH SCHOOL,School,Risk 1 (High),60618,5/7/2014,Canvass,41.95235679,-87.68370684,"(41.9523567935493, -87.68370683817736)",Pass
"QUEST FOOD MANAGEMENT SERVICE,INC",School,Risk 1 (High),60613,5/7/2014,License Re-Inspection,41.95057652,-87.64906762,"(41.950576516362005, -87.64906762223224)",Pass
THE PURPLE COW,Restaurant,Risk 2 (Medium),60622,5/7/2014,Canvass,41.90338781,-87.67166745,"(41.903387809962744, -87.67166744934212)",Out of Business
BANH MI,Restaurant,Risk 1 (High),60622,5/7/2014,License,41.90338781,-87.67166745,"(41.903387809962744, -87.67166744934212)",Pass
SAINT WALTER SCHOOL,School,Risk 2 (Medium),60643,5/6/2014,Canvass,41.67970969,-87.6806296,"(41.67970968590551, -87.68062959916783)",Pass
FRESHII,Grocery Store,Risk 1 (High),60614,5/6/2014,License,41.91825549,-87.65071242,"(41.91825548621977, -87.65071241840987)",Pass
CHALK OF LAKESHORE EAST,Daycare (2 - 6 Years),Risk 1 (High),60601,5/6/2014,License,41.88661753,-87.61867167,"(41.88661753412504, -87.6186716725787)",Pass
GOLDEN WOK RESTAURANT,Restaurant,Risk 1 (High),60646,5/6/2014,License,41.98580965,-87.76813467,"(41.9858096493191, -87.76813467281237)",Pass
WADA,Restaurant,Risk 1 (High),60614,5/6/2014,Complaint,41.9248928,-87.6481984,"(41.924892803987134, -87.6481983972586)",Fail
SOUP BOX,Restaurant,Risk 1 (High),60611,5/6/2014,Canvass,41.89681404,-87.62627782,"(41.89681403921755, -87.62627782343786)",Pass
THE LITTLE GREEN TREEHOUSE,Daycare Above and Under 2 Years,Risk 1 (High),60607,5/6/2014,License Re-Inspection,41.87956266,-87.66689804,"(41.879562663527345, -87.66689803594284)",Pass
THE LITTLE GREEN TREEHOUSE,Daycare Above and Under 2 Years,Risk 1 (High),60607,5/6/2014,License Re-Inspection,41.87956266,-87.66689804,"(41.879562663527345, -87.66689803594284)",Out of Business
AFC SUSHI @JEWEL-OSCO #3345,Grocery(Sushi prep),Risk 1 (High),60605,5/6/2014,Canvass,41.86672435,-87.62596115,"(41.86672435405559, -87.62596114837754)",Pass
SERGIO'S TAQUERIA PIZZA INC.,Restaurant,Risk 1 (High),60659,5/6/2014,Canvass Re-Inspection,41.98293319,-87.71098225,"(41.982933189164974, -87.71098225381141)",Pass
"REVEL  DOWNTOWN, LLC.",Special Event,Risk 3 (Low),60606,5/6/2014,License,41.88455302,-87.63968258,"(41.884553018862555, -87.63968258239669)",Fail
JEWEL FOOD  STORE # 3345,Grocery Store,Risk 1 (High),60605,5/6/2014,Short Form Complaint,41.86672435,-87.62596115,"(41.86672435405559, -87.62596114837754)",Pass
"REVEL  DOWNTOWN, LLC.",Special Event,Risk 1 (High),60606,5/6/2014,License,41.88455302,-87.63968258,"(41.884553018862555, -87.63968258239669)",Fail
Le Colonial,Restaurant,Risk 1 (High),60611,5/6/2014,Canvass,41.90024876,-87.62711776,"(41.90024875525889, -87.62711775843795)",Pass
